regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
fragile-fast,0.15,1.6,0.7,16.28,-0.4881700652458642,3.271073484296394,0.04864372160374374,-0.24388898672032702,0.2838246646581615,0.05335071810364835,4.0485712182029765,3.3298148295069457e-09,3.613722924411455e-09
fragile-fast,0.15,1.6,0.7,16.32,-0.4857701969182614,3.261403285976547,0.059996708190070205,-0.24175495799618107,0.2773578148583083,0.05288389897605943,4.0485712182029765,2.5880810549782305e-09,3.06303173516092e-09
fragile-fast,0.15,1.6,0.7,16.36,-0.4829265560868853,3.2518177018950616,0.07109102078440253,-0.2396396020371387,0.27072677721634997,0.052421164567132944,4.0485712182029765,2.008356439307053e-09,2.5944141866111008e-09
fragile-fast,0.15,1.6,0.7,16.4,-0.479649752411963,3.2423159916768833,0.08192009187305653,-0.23754275545445336,0.26394105603551293,0.05196247912811729,4.0485712182029765,1.5559973080217901e-09,2.195928993399414e-09
fragile-fast,0.15,1.6,0.7,16.44,-0.47595064304738394,3.23289742142531,0.09247773411447704,-0.23546425628932866,0.25701014398178096,0.051507807224120204,4.0485712182029765,1.2035995545691632e-09,1.857327305722188e-09
fragile-fast,0.15,1.6,0.7,16.48,-0.471840317452434,3.2235612636652955,0.10275813987374828,-0.23340394400036385,0.24994351279395846,0.05105711373121687,4.0485712182029765,9.295233934969766e-10,1.5698196562982708e-09
fragile-fast,0.15,1.6,0.7,16.52,-0.4673300822370137,3.214306797287251,0.11275588038550662,-0.23136165945111517,0.24275060417741848,0.050610363833602685,4.0485712182029765,7.167104865973601e-10,1.3258739876021482e-09
fragile-fast,0.15,1.6,0.7,16.56,-0.4624314460549096,3.20513330749134,0.12246590455260335,-0.22933724489777108,0.2354408208873903,0.05016752302078789,4.0485712182029765,5.517372710188029e-10,1.1190407613735152e-09
fragile-fast,0.15,1.6,0.7,16.6,-0.45715610455938566,3.196040085732262,0.13188353738809896,-0.22733054397693955,0.22802351800735943,0.04972855708483156,4.0485712182029765,4.240587363112675e-10,9.438016458492659e-10
fragile-fast,0.15,1.6,0.7,16.64,-0.4515159254350499,3.1870264296645203,0.14100447810839334,-0.2253414016935463,0.22050799442786254,0.049293432117612446,4.0485712182029765,3.2540546022161777e-10,7.954387115875684e-10
fragile-fast,0.15,1.6,0.7,16.68,-0.4455229335196296,3.1780916430881665,0.14982479788550784,-0.2233696644088418,0.21290348453067368,0.04886211450813504,4.0485712182029765,2.493037355751366e-10,6.699214505915663e-10
fragile-fast,0.15,1.6,0.7,16.72,-0.43918929602896023,3.1692350358950256,0.1583409372667348,-0.22141517982851638,0.20521915008308764,0.04843457093986875,4.0485712182029765,1.906943671994341e-10,5.638092714653832e-10
fragile-fast,0.15,1.6,0.7,16.76,-0.4325273078981579,3.160455924015389,0.1665497032700583,-0.21947779699092163,0.1974640723467172,0.04801076838811874,4.0485712182029765,1.4563041012075628e-10,4.741674207139799e-10
fragile-fast,0.15,1.6,0.7,16.8,-0.4255493772516008,3.151753629365173,0.174448266163927,-0.21755736625539687,0.18964724440493116,0.04759067411742715,4.0485712182029765,1.1103794332675241e-10,3.984945416601965e-10
fragile-fast,0.15,1.6,0.7,16.84,-0.41826801101399586,3.143127479793545,0.18203415594012426,-0.21565373929069978,0.18177756371277248,0.04717425567900327,4.0485712182029765,8.452708154502227e-11,3.3466031192943667e-10
fragile-fast,0.15,1.6,0.7,16.88,-0.41069580067445044,3.1345768090310036,0.18930525848863516,-0.21376676906353964,0.17386382487290547,0.04676148090818167,4.0485712182029765,6.424294900714871e-11,2.8085180173640867e-10
fragile-fast,0.15,1.6,0.7,16.92,-0.4028454082151084,3.126100956637915,0.19625981148355137,-0.2118963098272124,0.16591471264085675,0.04635231792190731,4.0485712182029765,4.874838041685864e-11,2.355273715887687e-10
fragile-fast,0.15,1.6,0.7,16.96,-0.39472955221554096,3.1176992679535016,0.20289639998918566,-0.2100422171103361,0.1579387951625267,0.0459467351162467,4.0485712182029765,3.693176329482964e-11,1.9737708242950588e-10
fragile-fast,0.15,1.6,0.7,17.0,-0.3863609941437135,3.109371094045274,0.20921395179568672,-0.20820434770568624,0.14994451744666723,0.04554470116392432,4.0485712182029765,2.7934765116875746e-11,1.652887262790337e-10
fragile-fast,0.15,1.6,0.7,17.04,-0.37775252484397137,3.101115791658909,0.2152117324935534,-0.20638255965912927,0.14194019507473735,0.045146185011883715,4.0485712182029765,2.1095757937925912e-11,1.3831870342400322e-10
fragile-fast,0.15,1.6,0.7,17.080000000000002,-0.36891695123210966,3.092932723168563,0.2208893402965429,-0.20457671225865393,0.13393400815027204,0.04475115587887246,4.0485712182029765,1.590561155061842e-11,1.1566707518653994e-10
fragile-fast,0.15,1.6,0.7,17.12,-0.3598670832072075,3.084821256527623,0.22624670062255378,-0.20278666602349904,0.12593399548962067,0.04435958325305054,4.0485712182029765,1.1973213838959203e-11,9.66562111155584e-11
fragile-fast,0.15,1.6,0.7,17.16,-0.35061572078952197,3.0767807652198877,0.23128406044213862,-0.201012282693377,0.11794804905563973,0.043971436889621546,4.0485712182029765,8.998626680826196e-12,8.07125276819561e-11
fragile-fast,0.15,1.6,0.7,17.2,-0.3411756414933474,3.068810628211176,0.2360019824043642,-0.19925342521779216,0.10998390863565294,0.04358668680848634,4.0485712182029765,6.752224287475285e-12,6.735088365721096e-11
fragile-fast,0.15,1.6,0.7,17.240000000000002,-0.33155958794335577,3.0609102299013577,0.24040133874979033,-0.1975099577454527,0.10204915676472565,0.04320530329191856,4.0485712182029765,5.058510005772929e-12,5.616125656812135e-11
fragile-fast,0.15,1.6,0.7,17.28,-0.3217802557425406,3.0530789600768067,0.24448330502037935,-0.19578174561377598,0.09415121389503665,0.04282725688226184,4.0485712182029765,3.783585006821649e-12,4.679737605990482e-11
fragile-fast,0.15,1.6,0.7,17.32,-0.31185028159949335,3.0453162138632672,0.2482493535761808,-0.1940686553384855,0.08629733381187016,0.04245251837964809,4.0485712182029765,2.8254622362749633e-12,3.8967034643680225e-11
fragile-fast,0.15,1.6,0.7,17.36,-0.30178223172234714,3.037621391679135,0.2517012469286556,-0.19237055460329958,0.07849459929649676,0.042081058839736674,4.0485712182029765,2.106593050871905e-12,3.2423835014021416e-11
fragile-fast,0.15,1.6,0.7,17.400000000000002,-0.2915885904863265,3.0299938991891464,0.25484103090051546,-0.1906873122497101,0.07074991803595862,0.04171284957147419,4.0485712182029765,1.5681114146630253e-12,2.6960166654967098e-11
fragile-fast,0.15,1.6,0.7,17.44,-0.28128174938144834,3.0224331472584725,0.2576710276219538,-0.18901879826685114,0.0630700187795288,0.04134786213487445,4.0485712182029765,1.1654088558463249e-12,2.2401233473913062e-11
fragile-fast,0.15,1.6,0.7,17.48,-0.2708739962465229,3.014938551907214,0.260193828373135,-0.18736488378145616,0.05546144774137073,0.040986068338818515,4.0485712182029765,8.647385904241715e-13,1.8599979295791883e-11
fragile-fast,0.15,1.6,0.7,17.52,-0.2603775047952113,3.007509534265298,0.2624122862827898,-0.18572544104790342,0.04793056524868694,0.04062744023887435,4.0485712182029765,6.406141039128557e-13,1.5432779726420282e-11
fragile-fast,0.15,1.6,0.7,17.56,-0.24980432443950185,3.000145520527764,0.26432950889273726,-0.18410034343834844,0.04048354263441224,0.040271950135136084,4.0485712182029765,4.738198819801303e-13,1.2795787601692767e-11
fragile-fast,0.15,1.6,0.7,17.6,-0.23916637041557728,2.992845941910446,0.26594885059811374,-0.182489465432943,0.033126359373279735,0.03991957057008243,4.0485712182029765,3.4989295108434414e-13,1.0601835370136842e-11
fragile-fast,0.15,1.6,0.7,17.64,-0.2284754142166555,2.9856102346060407,0.26727390497304493,-0.18089268261013972,0.025864800459863748,0.03957027432645419,4.0485712182029765,2.579658607923235e-13,8.777811652384218e-12
fragile-fast,0.15,1.6,0.7,17.68,-0.2177430743369979,2.9784378397405575,0.2683084969914395,-0.17930987163708154,0.0187044540269876,0.03922403442515061,4.0485712182029765,1.8988663831565972e-13,7.262441181008093e-12
fragile-fast,0.15,1.6,0.7,17.72,-0.20698080733089716,2.9713282033301547,0.269056675152519,-0.17774091026007552,0.01165070920267089,0.03888082412314427,4.0485712182029765,1.395505991834271e-13,6.004407608291306e-12
fragile-fast,0.15,1.6,0.7,17.76,-0.19619989919007214,2.9642807762383487,0.26952270352062585,-0.17618567729514975,0.004708754203585283,0.038540616911414485,4.0485712182029765,1.0239391158457123e-13,4.960767504562283e-12
fragile-fast,0.15,1.6,0.7,17.8,-0.18541145704252138,2.957295014133601,0.26971105368876924,-0.17464405261869317,-0.0021164253372137933,0.03820338651289888,4.0485712182029765,7.501043623499776e-14,4.09561145305875e-12
fragile-fast,0.15,1.6,0.7,17.84,-0.17462640117551015,2.9503703774472743,0.2696263966752807,-0.17311591715817723,-0.008820047810707173,0.0378691068804631,4.0485712182029765,5.4862346310684594e-14,3.378934650288463e-12
fragile-fast,0.15,1.6,0.7,17.88,-0.16385545738499604,2.943506331331956,0.2692735947628524,-0.1716011528829587,-0.015397536843100353,0.03753775219488827,4.0485712182029765,4.006195992007511e-14,2.785684992433501e-12
fragile-fast,0.15,1.6,0.7,17.92,-0.15310914965343092,2.9367023456201493,0.26865769328912836,-0.17009964279516318,-0.02184452228058107,0.037209296862876294,4.0485712182029765,2.920755047196675e-14,2.2949613975803446e-12
fragile-fast,0.15,1.6,0.7,17.96,-0.14239779315751472,2.9299578947833234,0.2677839123979051,-0.16861127092064812,-0.028156840950623492,0.03688371551507261,4.0485712182029765,2.1259997464575923e-14,1.889339192345338e-12
fragile-fast,0.15,1.6,0.7,18.0,-0.1317314876071195,2.9232724578913216,0.2666576387598802,-0.1671359223000452,-0.034330537202988225,0.036560983004106325,4.0485712182029765,1.5450281969894893e-14,1.5543028766218726e-12
fragile-fast,0.15,1.6,0.7,18.04,-0.12112011091624908,2.9166455185721265,0.26528441727176066,-0.16567348297988094,-0.040361863233732594,0.03624107440264755,4.0485712182029765,1.1210235598245498e-14,1.2777695554468933e-12
fragile-fast,0.15,1.6,0.7,18.080000000000002,-0.11057331320655263,2.9100765649719755,0.26366994274241135,-0.16422384000377505,-0.04624727919570448,0.035923965001481845,4.0485712182029765,8.120788486076041e-15,1.0496888646974252e-12
fragile-fast,0.15,1.6,0.7,18.12,-0.1001005111435693,2.9035650897158267,0.26182005157458316,-0.16278688140371578,-0.05198345309914563,0.03560963030760139,4.0485712182029765,5.8733622408699835e-15,8.617073799108685e-13
fragile-fast,0.15,1.6,0.7,18.16,-0.0897108826055446,2.8971105898681704,0.25974071345061733,-0.16136249619141171,-0.05756726050617705,0.03529804604231311,4.0485712182029765,4.2411194416578865e-15,7.068873387920383e-13
fragile-fast,0.15,1.6,0.7,18.2,-0.07941336168432979,2.8907125668941815,0.2574380230303703,-0.15995057434971918,-0.06299578402307895,0.034989188139363234,4.0485712182029765,3.0575907023172347e-15,5.794710742790575e-13
fragile-fast,0.15,1.6,0.7,18.240000000000002,-0.0692166340175519,2.8843705266212156,0.2549181916694471,-0.15855100682414466,-0.0682663125944118,0.03468303274307832,4.0485712182029765,2.2008139157631433e-15,4.7468388627214e-13
fragile-fast,0.15,1.6,0.7,18.28,-0.059129132450925076,2.878083979200639,0.25218753916567066,-0.15716368551442153,-0.07337634060315174,0.03437955620652256,4.0485712182029765,1.5815845965271404e-15,3.8856921057009e-13
fragile-fast,0.15,1.6,0.7,18.32,-0.04915903302926329,2.8718524390699924,0.24925248554154458,-0.15578850326616062,-0.07832356678113546,0.03407873508967129,4.0485712182029765,1.1347668980300901e-15,3.178509026493388e-13
fragile-fast,0.15,1.6,0.7,18.36,-0.03931425131445132,2.8656754249154894,0.24611954287029916,-0.15442535386257378,-0.0831058929342233,0.0337805461576004,4.0485712182029765,8.128792159454019e-16,2.5981826692071467e-13
fragile-fast,0.15,1.6,0.7,18.400000000000002,-0.02960243902833411,2.8595524596348385,0.24279530715293024,-0.15307413201626976,-0.08772142248669777,0.03348496637869165,4.0485712182029765,5.813671777064805e-16,2.1223015065771696e-13
fragile-fast,0.15,1.6,0.7,18.44,-0.02003098101819562,2.8534830703003937,0.23928645025346232,-0.1517347333611221,-0.09216845884951724,0.033191972922853724,4.0485712182029765,4.1512618432884892e-16,1.7323500444683398e-13
fragile-fast,0.15,1.6,0.7,18.48,-0.010606992542216354,2.847466788122625,0.23559971189948162,-0.15040705444420793,-0.09644550361713779,0.032901543159758795,4.0485712182029765,2.959476358132377e-16,1.4130430362278385e-13
fragile-fast,0.15,1.6,0.7,18.52,-0.0013373168720245097,2.8415031484139126,0.2317418917547961,-0.1490909927178176,-0.10055125459770782,0.03261365465709458,4.0485712182029765,2.1064674426362174e-16,1.1517714127343295e-13
fragile-fast,0.15,1.6,0.7,18.56,0.007771476790811001,2.835591690552651,0.2277198415708878,-0.1477864465315338,-0.10448460368152018,0.029899698681703214,4.048882077274609,1.4969240160234335e-16,9.38141546023083e-14
fragile-fast,0.15,1.6,0.7,18.6,0.01671309508775608,2.8297280722092806,0.223540457423627,-0.14659045858426567,-0.10824463455268428,0.02684382060043206,4.049550601078119,1.0620620479201274e-16,7.635924259250439e-14
fragile-fast,0.15,1.6,0.7,18.64,0.025481521969416866,2.8239074039788705,0.21921067204151962,-0.1455167057602484,-0.11183062024905031,0.023868803769650376,4.0505698619568955,7.523244088190126e-17,6.210778243654364e-14
fragile-fast,0.15,1.6,0.7,18.68,0.03407101985867917,2.818124925834492,0.2147374472315576,-0.14456195360946236,-0.11524202057548089,0.020975733646264202,4.051932702751243,5.3206604460566874e-17,5.0480262244529595e-14
fragile-fast,0.15,1.6,0.7,18.72,0.04247613051502071,2.8123760088639473,0.21012776640853836,-0.1437229242636118,-0.11847847937562345,0.018165598896746734,4.053631747971844,3.7569123616789826e-17,4.100042421007102e-14
fragile-fast,0.15,1.6,0.7,18.76,0.05069167560436125,2.8066561568516377,0.20538862723351342,-0.14299630030774194,-0.12153982166738787,0.015439292065976452,4.055659414996018,2.648510587774631e-17,3.327716087697239e-14
fragile-fast,0.15,1.6,0.7,18.8,0.05871275697903396,2.8009610077066336,0.2005270343668179,-0.14237872862510287,-0.12442605064737902,0.012797610330810005,4.05800792527518,1.8641355613104984e-17,2.6989531805147e-14
fragile-fast,0.15,1.6,0.7,18.84,0.06653475667267088,2.795286334738159,0.19554999234092274,-0.14186682421187047,-0.12713734456957299,0.010241256336150683,4.0606693155420865,1.3099610967621224e-17,2.1874372509914673e-14
fragile-fast,0.15,1.6,0.7,18.88,0.07415333661499647,2.789628047779822,0.19046449855813982,-0.14145717395842444,-0.12967405350355893,0.007770839111230022,4.063635449006687,9.190612040104542e-18,1.7716055204308076e-14
fragile-fast,0.15,1.6,0.7,18.92,0.08156443807171637,2.783982194164063,0.18527753641799746,-0.14114634039397525,-0.1320366959776966,0.005386875063779677,4.066898026529556,6.437772097297539e-18,1.4338034284213728e-14
fragile-fast,0.15,1.6,0.7,18.96,0.08876428081487196,2.778344959548406,0.1799960685788896,-0.14093086539142408,-0.13422595551255917,0.0030897890497337717,4.070448597762151,4.502273685589403e-18,1.1595870923846528e-14
fragile-fast,0.15,1.6,0.7,19.0,0.09574936202920745,2.772712668595229,0.17462703035838725,-0.14080727382943473,-0.13624267705004905,0.0008799155160673765,4.074278572243319,3.143643673169077e-18,9.371482506329689e-15
fragile-fast,0.15,1.6,0.7,19.04,0.10251645496026286,2.767081785506877,0.1691773232763853,-0.14077207720879203,-0.13808786328358283,-0.0012425002856541589,4.07837923044173,2.1914918734098915e-18,7.568405515567455e-15
fragile-fast,0.15,1.6,0.7,19.080000000000002,0.10906260731006454,2.761448914418068,0.16365380874504198,-0.1408217772202182,-0.13976267089474617,-0.0032773010174686184,4.082741734734133,1.5252869139190008e-18,6.107896322963975e-15
fragile-fast,0.15,1.6,0.7,19.12,0.11538513938643462,2.7558107996476315,0.15806330190925214,-0.14095286926091696,-0.14126840670181942,-0.005224415907432154,4.08735714030959,1.059908445938912e-18,4.925724163685537e-15
fragile-fast,0.15,1.6,0.7,19.16,0.1214816420120818,2.7501643258117427,0.15241256564117936,-0.14116184589721426,-0.1426065237255671,-0.007083859338757464,4.092216405990073,7.353435548868325e-19,3.969535478444055e-15
fragile-fast,0.15,1.6,0.7,19.2,0.12734997419976807,2.7445065178009123,0.14670830469215668,-0.14144520027076454,-0.14377861717767357,-0.008855729378195783,4.097310404958064,5.093512268137664e-19,3.1966895112278624e-15
fragile-fast,0.15,1.6,0.7,19.240000000000002,0.13298826059997007,2.7388345406230767,0.14095716000504974,-0.14179942944589238,-0.14478642037719056,-0.010540206246200086,4.102629935382063,3.522488237833163e-19,2.5724822842842554e-15
fragile-fast,0.15,1.6,0.7,19.28,0.13839488872756855,2.733145699115247,0.13516570318996213,-0.14222103769574038,-0.14563180060033876,-0.012137550731420674,4.108165730931166,2.4321305083379493e-19,2.0686903927816064e-15
fragile-fast,0.15,1.6,0.7,19.32,0.1435685059742065,2.727437437526247,0.12934043116594857,-0.1427065397249972,-0.14631675486898155,-0.01364810255209536,4.113908471170134,1.6765994842953714e-19,1.662377954297933e-15
fragile-fast,0.15,1.6,0.7,19.36,0.14850801641305408,2.7217073389731636,0.1234877609711893,-0.143252463827081,-0.14684340568305412,-0.015072278666904597,4.119848791826657,1.1539232125630773e-19,1.3349199161186563e-15
fragile-fast,0.15,1.6,0.7,19.400000000000002,0.15321257740280878,2.7159531247742135,0.11761402474386713,-0.1438553549737572,-0.14721399670219734,-0.016410571537867687,4.1259772949227695,7.92920452592632e-20,1.0712031041739664e-15
fragile-fast,0.15,1.6,0.7,19.44,0.15768159599783996,2.7101726536608024,0.11172546487577924,-0.14451177783527192,-0.14743088838180338,-0.017663547347858716,4.1322845587626835,5.439856700092134e-20,8.58973174051393e-16
fragile-fast,0.15,1.6,0.7,19.48,0.16191472517146024,2.704363920871635,0.1058282293405071,-0.14521831972918625,-0.1474965535686345,-0.018831844175321404,4.138761147769542,3.7260650060273914e-20,6.883012332313662e-16
fragile-fast,0.15,1.6,0.7,19.52,0.1659118598593707,2.698525057131787,0.09992836719776173,-0.14597159349619912,-0.14741357306112743,-0.019916170128759444,4.145397622163917,2.5481120658387487e-20,5.511485419221246e-16
