regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
stable-sluggish,0.31,2.24,1.18,10.32,0.49181234623050796,3.053974070107131,0.4287353000656665,0.6694493534456314,0.07204827363000452,-0.185856824486017,0.3888530641532131,1.1591081332392046,0.06389415997254676
stable-sluggish,0.31,2.24,1.18,10.36,0.5090770354709426,3.0804546733257787,0.4316172310108667,0.6620150804661907,0.05583285918915246,-0.19019334345843272,0.40921614557205077,1.1434509726474669,0.06021070655174874
stable-sluggish,0.31,2.24,1.18,10.4,0.52643105728608,3.106630967194893,0.43385054537843276,0.6544073467278534,0.039208590071011046,-0.19444590722509977,0.43027338786349395,1.1262019425916954,0.05669926781356513
stable-sluggish,0.31,2.24,1.18,10.44,0.5438478128453309,3.132496147612447,0.4354188889812732,0.6466295104388494,0.022231112254776392,-0.19861141802422244,0.4520273003773072,1.1074397932939324,0.05335465870200444
stable-sluggish,0.31,2.24,1.18,10.48,0.5613001381841894,3.158043549761162,0.43630813347146424,0.6386850537178805,0.0049578072743694515,-0.202686689678531,0.4744793059046748,1.0872492239751048,0.050171653013443354
stable-sluggish,0.31,2.24,1.18,10.52,0.578760396014687,3.183266653206392,0.436506445762439,0.6305775861307393,-0.012552569250074854,-0.20666846112260093,0.49762972174526227,1.0657202468941973,0.047145000238476086
stable-sluggish,0.31,2.24,1.18,10.56,0.5962005697343844,3.2081590871138252,0.436004342992436,0.6223108476858353,-0.030240256277393875,-0.21055341074487496,0.5214777445346377,1.0429475204040966,0.04426944148871458
stable-sluggish,0.31,2.24,1.18,10.6,0.613592359044038,3.232714635564067,0.4347947327413403,0.6138887112560404,-0.048044859712976465,-0.214338171412667,0.5460214388963992,1.0190296579217522,0.041539724497258956
stable-sluggish,0.31,2.24,1.18,10.64,0.6309072765781508,3.256927242940048,0.4328729383528212,0.6053151843995337,-0.0659057249949243,-0.2180193460456342,0.5712577299595253,0.9940685198458494,0.03895061768669158
stable-sluggish,0.31,2.24,1.18,10.68,0.6481167449522718,3.2807910193623564,0.4302367093530242,0.5965944105577083,-0.08376230646857355,-0.22159352360178966,0.5971823997576161,0.9681684954992356,0.03649692330332487
stable-sluggish,0.31,2.24,1.18,10.72,0.665192193636043,3.304300246146902,0.42688621709428126,0.5877306696136367,-0.10155453021445242,-0.2250572953400851,0.6237900875030579,0.9414357821269214,0.03417348962100369
stable-sluggish,0.31,2.24,1.18,10.76,0.6821051550714711,3.327449381258903,0.42282403588570316,0.5787283778000333,-0.11922314712951317,-0.22840727122486587,0.6510742937059167,0.9139776678464913,0.031975222222047565
stable-sluggish,0.31,2.24,1.18,10.8,0.698827359471492,3.350233064736945,0.41805511000052265,0.5695920869510387,-0.1367100732331278,-0.23164009634005744,0.6790273880847765,0.8859018252299024,0.02989709436688077
stable-sluggish,0.31,2.24,1.18,10.84,0.7153308277543399,3.3726461240608425,0.41258670707119754,0.5603264830974364,-0.1539587143745124,-0.23475246718469256,0.7076406211949501,0.8573156218994452,0.02793415646756124
stable-sluggish,0.31,2.24,1.18,10.88,0.7315879620941885,3.3946835794372445,0.40642835849621706,0.5509363844100487,-0.17091427275342516,-0.23774114772627628,0.7369041396787176,0.8283254541520523,0.026081544683752404
stable-sluggish,0.31,2.24,1.18,10.92,0.7475716335976317,3.4163406489772843,0.39959178758608005,0.5414267385009977,-0.18752403292697703,-0.24060298509439917,0.7668070050226229,0.7990361091927776,0.024334488662710787
stable-sluggish,0.31,2.24,1.18,10.96,0.7632552666483917,3.437612753741173,0.392090826269001,0.5318026190972217,-0.20373762525801387,-0.24333492480386512,0.7973372156885585,0.7695501610678618,0.02268831844756553
stable-sluggish,0.31,2.24,1.18,11.0,0.7786129194987389,3.458495522625376,0.3839413212586804,0.5220692221050671,-0.2195072650600754,-0.24593402540427484,0.8284817324685081,0.7399674048494128,0.021138470580567278
stable-sluggish,0.31,2.24,1.18,11.040000000000001,0.79361936072499,3.478984797068932,0.37516103065627737,0.5122318610888962,-0.23478796600588647,-0.2483974724614008,0.8602265068975077,0.7103843330462115,0.01968049343007079
stable-sluggish,0.31,2.24,1.18,11.08,0.8082501412056317,3.4990766355565492,0.3657695120160419,0.5022959621904401,-0.24953772668580726,-0.2507225917846677,0.892556512545733,0.6808936576083527,0.018310051771814165
stable-sluggish,0.31,2.24,1.18,11.120000000000001,0.822481661323576,3.5187673178973116,0.3557880029486096,0.49226705851905345,-0.2637176895251452,-0.2529068618245086,0.925455778998676,0.6515838802666102,0.017022930656557352
stable-sluggish,0.31,2.24,1.18,11.16,0.8362912331382801,3.5380533492591546,0.34523929536760384,0.4821507840460731,-0.2772922715899724,-0.2549479251731666,0.9589074283242073,0.6225389133105145,0.015815038597372457
stable-sluggish,0.31,2.24,1.18,11.200000000000001,0.8496571373184403,3.5569314639407206,0.33414760450400494,0.4719528670391464,-0.2902292671258935,-0.25684359911253896,0.9928937138169449,0.5938377522711646,0.014682410110833979
stable-sluggish,0.31,2.24,1.18,11.24,0.8625586746711991,3.5753986288637063,0.3225384338189692,0.46167912307464487,-0.30249992197877884,-0.2585918851627951,1.0273960608037929,0.565554201345118,0.013621207647064188
stable-sluggish,0.31,2.24,1.18,11.28,0.8749762121487918,3.5934520467704316,0.31043843693981804,0.45133544766813305,-0.31407898033717885,-0.2601909775956221,1.0623951092897446,0.5377566517824964,0.012627722944048972
stable-sluggish,0.31,2.24,1.18,11.32,0.8868912232578451,3.611089159113004,0.2978752777263309,0.4409278085643082,-0.32494470450938057,-0.26163927088596045,1.0978707582200584,0.510507912873903,0.011698377841878957
stable-sluggish,0.31,2.24,1.18,11.36,0.8982863228396833,3.6283076486221586,0.28487748954595565,0.43046223772886977,-0.3350788687009613,-0.26293536608587226,1.1338022111336457,0.4838650946137577,0.01082972459259219
stable-sluggish,0.31,2.24,1.18,11.4,0.9091452962316,3.645105441545576,0.2714743347979172,0.4199448230854349,-0.3444667279885871,-0.26407807611365147,1.1701680229829097,0.45787954059870717,0.010018445701122735
stable-sluggish,0.31,2.24,1.18,11.44,0.9194531228587349,3.6614807095472117,0.2576956656783737,0.40938170004088886,-0.35309696389058876,-0.2650664299603451,1.2069461478972592,0.432596809244297,0.009261353332505523
stable-sluggish,0.31,2.24,1.18,11.48,0.929195994343645,3.677431871260911,0.24357178712275016,0.39877904284247506,-0.36096160811297423,-0.26589967582443025,1.244113987671005,0.4080567009754278,0.008555388319964871
stable-sluggish,0.31,2.24,1.18,11.52,0.9383613272555742,3.692957593493291,0.22913332279823118,0.38814305580949787,-0.36805594619974796,-0.2665772831934225,1.281648440761228,0.38429332867005156,0.007897618807844876
stable-sluggish,0.31,2.24,1.18,11.56,0.9469377706535839,3.7080567920725613,0.21441108495024125,0.37747996448176097,-0.37437840293818897,-0.26709894389860617,1.3195259515873714,0.36133522831332515,0.007285238562530395
stable-sluggish,0.31,2.24,1.18,11.6,0.9549152086068924,3.722728632341594,0.19943594883271368,0.3667960067258167,-0.3799304114627667,-0.2674645721758481,1.3577225599316471,0.33920550655289705,0.0067155649835821535
stable-sluggish,0.31,2.24,1.18,11.64,0.9622847579018605,3.7369725292951452,0.18423873237420302,0.3560974238387828,-0.3847162680660445,-0.26767430377153084,1.3962139502477215,0.31792202163548045,0.006186036846275059
stable-sluggish,0.31,2.24,1.18,11.68,0.969038761167923,3.750788147362662,0.16885008165156123,0.34539045168792154,-0.38874297476178793,-0.2677284941380032,1.4349755006944385,0.2974975940503602,0.005694211805606739
stable-sluggish,0.31,2.24,1.18,11.72,0.9751707756743666,3.764175399839558,0.1533003626610897,0.3346813119224014,-0.39202007165575076,-0.26762771576758165,1.4739823317214131,0.2779402431055707,0.005237763690640935
stable-sluggish,0.31,2.24,1.18,11.76,0.980675558066161,3.777134447971226,0.13761955979485968,0.32397620329169813,-0.39455946116453944,-0.26737275471803,1.5132093540440597,0.259253445615527,0.004814479616787575
stable-sluggish,0.31,2.24,1.18,11.8,0.9855490453200921,3.789665699695345,0.1218371813482781,0.3132812931029769,-0.39637522608439757,-0.26696460638561764,1.5526313158568634,0.2414364128820096,0.00442225694230439
stable-sluggish,0.31,2.24,1.18,11.84,0.9897883322122882,3.8017698080492472,0.1059821723049022,0.3026027088475522,-0.3974834434515422,-0.26640447058430144,1.592222849145355,0.22448438220061828,0.004059100093952094
stable-sluggish,0.31,2.24,1.18,11.88,0.9933916455949618,3.8134476692502144,0.09008283456684052,0.29194653002418014,-0.3979019960561137,-0.26569374599133555,1.6319585149691533,0.20838891921813885,0.0037231172853523656
stable-sluggish,0.31,2.24,1.18,11.92,0.9963583157839457,3.8247004204575954,0.07416675472459597,0.2813187801845267,-0.3976503833750909,-0.26483402402069495,1.6718128476005112,0.1931382275987653,0.003412517150200455
stable-sluggish,0.31,2.24,1.18,11.96,0.9986887453595295,3.835529437226543,0.058260739389592336,0.2707254192236989,-0.3967495335781975,-0.26382708218615236,1.7117603974148923,0.17871746262408597,0.0031256053110780046
stable-sluggish,0.31,2.24,1.18,12.0,1.000384375681388,3.845936330663993,0.04239075804646444,0.26017233593625283,-0.3952216181372984,-0.262674877015702,1.7517757724421479,0.16510904554866748,0.0028607809032098748
stable-sluggish,0.31,2.24,1.18,12.040000000000001,1.0014476514142268,3.855922944298218,0.0265818933209725,0.24966534085562475,-0.3930898704366332,-0.2613795365783332,1.791833678498717,0.15229297575491585,0.002616533071115599
stable-sluggish,0.31,2.24,1.18,12.08,1.001881983354367,3.8654913506739175,0.010858298503507172,0.23921015939249143,-0.3903784096408673,-0.2599433526829564,1.8319089578328918,0.14024713799296273,0.002391437454733272
stable-sluggish,0.31,2.24,1.18,12.120000000000001,1.001691709839082,3.8746438476853244,-0.00475683788212752,0.22881242528517318,-0.3871120709328374,-0.25836877280763715,1.871976626226455,0.12894760224861576,0.002184152680244416
stable-sluggish,0.31,2.24,1.18,12.16,1.0008820570103045,3.883382954660239,-0.020241320719441014,0.2184776743728677,-0.38331624308526513,-0.25665839181524286,1.9120119085068672,0.11836891405037012,0.0019934168695119043
stable-sluggish,0.31,2.24,1.18,12.200000000000001,0.9994590981925905,3.8917114082082493,-0.03557397044285162,0.208211338700258,-0.3790167141828457,-0.25481494350920686,1.9519902724345708,0.1084843733004511,0.0018180441807620679
stable-sluggish,0.31,2.24,1.18,12.24,0.9974297126321838,3.899632157846645,-0.05073463901016545,0.19801874095988972,-0.374239526164941,-0.2528412920804239,1.9918874609398582,0.09926629999072081,0.0016569213919037822
stable-sluggish,0.31,2.24,1.18,12.280000000000001,0.9948015438299133,3.907148361417712,-0.06570422005676309,0.18790508927667277,-0.36901083871650425,-0.2507404234933521,2.0316795226930546,0.09068628543796316,0.0015090045366832824
stable-sluggish,0.31,2.24,1.18,12.32,0.9915829576856964,3.9142633803111897,-0.08046465360542326,0.17787547233693868,-0.36335680289741723,-0.24851543685627117,2.0713428410004826,0.08271542794108228,0.0013733156027293206
stable-sluggish,0.31,2.24,1.18,12.36,0.9877830006568435,3.920980774505697,-0.09499892572131996,0.16793485486268783,-0.3573034447695993,-0.2461695358173718,2.110854161026756,0.07532455202178356,0.0012489392994495777
stable-sluggish,0.31,2.24,1.18,12.4,0.9834113581163594,3.927304297442897,-0.10929106351210394,0.15808807342999295,-0.3508765591582293,-0.24370602002498976,2.1501906153514105,0.06848441065764309,0.0011350199027001027
stable-sluggish,0.31,2.24,1.18,12.44,0.978478313081222,3.9332378907480567,-0.12332612587843311,0.14833983262899336,-0.34410161356921154,-0.24112827668687217,2.1893297478746594,0.06216587014963701,0.0010307581821649254
stable-sluggish,0.31,2.24,1.18,12.48,0.9729947054643739,3.9387856788105173,-0.13709019042120157,0.13869470156151847,-0.33700366218039274,-0.238439772259939,2.228249536093234,0.056340077483276345,0.0009354084164549609
stable-sluggish,0.31,2.24,1.18,12.52,0.9669718919880372,3.943951963237362,-0.15057033690841728,0.1291571106711209,-0.32960726972954957,-0.2356440442985923,2.2669284117727555,0.05097861024191378,0.0008482755000642426
stable-sluggish,0.31,2.24,1.18,12.56,0.9604217068801333,3.948741217193329,-0.16375462769759927,0.1197313488991772,-0.321936445038206,-0.23274469348628193,2.305345280047961,0.04605360931138469,0.0007687121455070407
stable-sluggish,0.31,2.24,1.18,12.6,0.9533564234601681,3.953158079639718,-0.1766320854991275,0.11042156115972593,-0.3140145838370475,-0.2297453758717794,2.3434795369863677,0.04153789477621124,0.0006961161832022489
stable-sluggish,0.31,2.24,1.18,12.64,0.9457887167060638,3.957207349484712,-0.1891926688526094,0.10123174612485475,-0.30586442049611406,-0.22664979532846483,2.3813110856546102,0.037405065548689116,0.0006299279609697683
stable-sluggish,0.31,2.24,1.18,12.68,0.9377316268791657,3.9608939796571807,-0.20142724567245396,0.09216575431171616,-0.2975079882108777,-0.22346169625193107,2.418820350729777,0.033629583393303915,0.000569627844357814
stable-sluggish,0.31,2.24,1.18,12.72,0.9291985242711301,3.9642230711156463,-0.21332756520088908,0.0832272864616389,-0.2889665871534789,-0.22018485650835315,2.4559882917006224,0.030186842110288194,0.0005147338184276179
stable-sluggish,0.31,2.24,1.18,12.76,0.920203075123649,3.9671998668036985,-0.22488622868702823,0.07441989220130478,-0.2802607600663537,-0.21682308064339217,2.4927964147055683,0.02705322272432336,0.00046479919108260813
stable-sluggish,0.31,2.24,1.18,12.8,0.9107592087600617,3.969829745562721,-0.2360966590896824,0.06574696897556909,-0.27141027475272533,-0.2133801933589017,2.5292267830559707,0.024206135588131696,0.00041941039754011866
stable-sluggish,0.31,2.24,1.18,12.84,0.90088108595687,3.97211821601237,-0.2469530700797914,0.05721176124121302,-0.26243411290433,-0.20986003326239086,2.5652620264942456,0.021624050357016877,0.0003781849051039587
stable-sluggish,0.31,2.24,1.18,12.88,0.8905830685730314,3.9740709104087983,-0.2574504345959646,0.04881735991071739,-0.25335046470062417,-0.20626644689208198,2.600885349237167,0.019286514820395003,0.0003407692170030765
stable-sluggish,0.31,2.24,1.18,12.92,0.8798796904456718,3.9756935784902,-0.2675844531839896,0.04056670203503411,-0.24417672861484052,-0.20260328301847513,2.636080536854994,0.017174163591321307,0.0003068369737134845
stable-sluggish,0.31,2.24,1.18,12.96,0.8687856295525285,3.976992081318772,-0.27735152232858323,0.032462570714295105,-0.23492951586986935,-0.19887438722160383,2.670831962037095,0.015268717656292834,0.0002760871498748545
stable-sluggish,0.31,2.24,1.18,13.0,0.8573156814339934,3.977972385127789,-0.286748702963378,0.024507595225430952,-0.22562465900024628,-0.19508359674162928,2.7051245892944547,0.013552975776655613,0.0002482423446478588
stable-sluggish,0.31,2.24,1.18,13.040000000000001,0.8454847338610578,3.97864055518202,-0.2957736893233879,0.01670425135576578,-0.21627722399475954,-0.19123473559906973,2.738943978648897,0.012010798711198749,0.00022304716313070906
stable-sluggish,0.31,2.24,1.18,13.08,0.8333077427297307,3.979002749659292,-0.30442477828317827,0.009054861931802993,-0.20690152551656654,-0.18733160997979242,2.772276288358086,0.010627087198471327,0.00020026668626135506
stable-sluggish,0.31,2.24,1.18,13.120000000000001,0.820799709157577,3.979065213560596,-0.3127008393038409,0.0015615975326112959,-0.19751114472348752,-0.18337800387889716,2.8051082767243893,0.00938775459843269,0.00017968502647280343
stable-sluggish,0.31,2.24,1.18,13.16,0.8079756577538658,3.9788342726556944,-0.3206012850927804,-0.005773522622544591,-0.18811894923960518,-0.1793776749967863,2.837427303034544,0.008279695047669336,0.00016110396624090823
stable-sluggish,0.31,2.24,1.18,13.200000000000001,0.7948506160313712,3.978316327470798,-0.3281260430623646,-0.012948629622416044,-0.17873711485976507,-0.17533435088003382,2.869221327675799,0.0072907479319072235,0.0001443416765641599
stable-sluggish,0.31,2.24,1.18,13.24,0.781439594925101,3.9775178473244934,-0.33527552765675517,-0.019962003657617397,-0.16937714860041414,-0.1712517252991263,2.900478911472803,0.006409659425202167,0.00012923151234143658
stable-sluggish,0.31,2.24,1.18,13.280000000000001,0.7677575703810701,3.9764453644177102,-0.3420506136007717,-0.02681207266958245,-0.16004991274285318,-0.16713345485473982,2.931189214288046,0.005626041788168292,0.00011562088156390577
stable-sluggish,0.31,2.24,1.18,13.32,0.7538194659766506,3.9751054679831594,-0.34845261011048584,-0.033497410863772045,-0.15076564954789098,-0.16298315580392667,2.9613419929271116,0.004930331059001552,0.00010337018520933907
stable-sluggish,0.31,2.24,1.18,13.36,0.7396401365329546,3.9735047984993224,-0.35448323609240145,-0.04001673709592911,-0.14153400635360786,-0.1588044010974033,2.99092759838843,0.004313743711839249,9.235182471874386e-05
stable-sluggish,0.31,2.24,1.18,13.4,0.7252343526790928,3.9716500419737293,-0.3601445963465458,-0.04636891313982524,-0.13236406080005353,-0.15460071761904595,3.019936972495594,0.0037682327980488547,8.244927394458232e-05
stable-sluggish,0.31,2.24,1.18,13.44,0.7106167863279509,3.969547924299946,-0.36543915877854793,-0.05255294184458708,-0.12326434595587057,-0.15037558361869865,3.048361643948712,0.003286444028114224,7.355621248492181e-05
stable-sluggish,0.31,2.24,1.18,13.48,0.6958019970232796,3.9672052056923723,-0.37036973261678274,-0.058567965189335026,-0.11424287515175553,-0.14613242632947127,3.0761937238296433,0.002861672195543562,6.557571735687642e-05
stable-sluggish,0.31,2.24,1.18,13.52,0.6808044191183655,3.964628675202672,-0.374939447622853,-0.06441326224251388,-0.10530716635410332,-0.14187461976084326,3.103425900594378,0.0024878182902075847,5.8419510013955985e-05
stable-sluggish,0.31,2.24,1.18,13.56,0.6656383497472849,3.9618251453213538,-0.3791517342770171,-0.07008824703294761,-0.09646426593894288,-0.13760548265907901,3.1300514345842694,0.0021593475971726285,5.20072557737553e-05
stable-sluggish,0.31,2.24,1.18,13.6,0.6503179375507019,3.958801446667781,-0.38301030491457483,-0.07559246633931077,-0.08772077175121774,-0.13332827662669589,3.1560641520862975,0.0018712490287758482,4.6265912793367074e-05
stable-sluggish,0.31,2.24,1.18,13.64,0.6348571721193169,3.955564422771606,-0.38651913578462355,-0.0809255974043786,-0.07908285535750333,-0.12904620439299885,3.1814584389710703,0.0016189958926536973,4.112912780848862e-05
stable-sluggish,0.31,2.24,1.18,13.68,0.61926987411936,3.952120924948402,-0.38968244999892365,-0.08608744558009855,-0.07055628342132474,-0.12476240822799478,3.2062292339358445,0.0013985082568626702,3.6536675937187235e-05
stable-sluggish,0.31,2.24,1.18,13.72,0.6035696860659289,3.9484778072720332,-0.39250470133577664,-0.09107794190921834,-0.062146438149326216,-0.1204799684923208,3.2303720213784817,0.001206117035221724,3.2433941939402656e-05
stable-sluggish,0.31,2.24,1.18,13.76,0.5877700637114589,3.9446419216460766,-0.39499055886174966,-0.09589714064891117,-0.05385833677365871,-0.11620190231615762,3.25388282392694,0.0010385298815988092,2.877144041746196e-05
stable-sluggish,0.31,2.24,1.18,13.8,0.5718842680181511,3.9406201129764145,-0.397144892332696,-0.10054521674155747,-0.04569665005113197,-0.11193116240044212,3.276758194647666,0.0008927989510341744,2.5504372540082118e-05
stable-sluggish,0.31,2.24,1.18,13.84,0.5559253576847614,3.9364192144469112,-0.3989727583347413,-0.10502246323757516,-0.03766571977298899,-0.10767063593404362,3.2989952089550565,0.0007662905582713269,2.2592216971662123e-05
stable-sluggish,0.31,2.24,1.18,13.88,0.539906182199735,3.9320460428999136,-0.40047938712566084,-0.10932928867493691,-0.029769575290678387,-0.1034231436209153,3.320591456243046,0.0006566567403355777,1.999835278925242e-05
stable-sluggish,0.31,2.24,1.18,13.92,0.5238393753942434,3.9275073943231225,-0.40167017013728795,-0.11346621441977352,-0.02201194907282611,-0.099191438811576,3.3415450312588155,0.0005618087091131812,1.7689712270712066e-05
stable-sluggish,0.31,2.24,1.18,13.96,0.5077373494702354,3.922810039444233,-0.40255064810020097,-0.11743387197223656,-0.014396291316846143,-0.09497820673361444,3.361854525237625,0.0004798921622629325,1.5636461538527033e-05
stable-sluggish,0.31,2.24,1.18,14.0,0.4916122894801204,3.9179607194345696,-0.4031264997528748,-0.12123300024158114,-0.006925783645396056,-0.09078606381623339,3.38151901681683,0.00040926440604106444,1.3811707144005197e-05
stable-sluggish,0.31,2.24,1.18,14.040000000000001,0.4754761482361728,3.9129661417228006,-0.40340353109869065,-0.12486444279423048,0.0003966480767002686,-0.08661755710416526,3.400538062746277,0.0003484732315264398,1.2191226775536914e-05
stable-sluggish,0.31,2.24,1.18,14.08,0.4593406416291479,3.9078329759196646,-0.40338766517562263,-0.1283291450783971,0.007568321765251579,-0.08247516375659064,3.418911688411443,0.00029623747607678507,1.0753222371887224e-05
stable-sluggish,0.31,2.24,1.18,14.120000000000001,0.44321724433694737,3.902567849854518,-0.4030849323050126,-0.13162815162866073,0.014586787936325672,-0.07836129062697578,3.436640378184921,0.00025142919440209865,9.47809401666017e-06
stable-sluggish,0.31,2.24,1.18,14.16,0.427117185905445,3.897177345724369,-0.40250146078755955,-0.13476260325373976,0.02144981927770527,-0.07427827392001372,3.4537250656211387,0.00021305735818453057,8.348233082835236e-06
stable-sluggish,0.31,2.24,1.18,14.200000000000001,0.411051447184787,3.891667996355947,-0.40164346801645134,-0.1377337342105403,0.028155400925941373,-0.07022837892210626,3.47016712350853,0.00018025299948308041,7.347833186329774e-06
stable-sluggish,0.31,2.24,1.18,14.24,0.3950307571056104,3.88604628158125,-0.4005172519794137,-0.14054286936742455,0.034701721402285925,-0.06621379980205888,3.4859683537927544,0.0001522557110227934,6.4627175946826375e-06
stable-sluggish,0.31,2.24,1.18,14.280000000000001,0.3790655897806775,3.8803186247268697,-0.39912918312332224,-0.1431914213595069,0.04108716416094586,-0.06223665947887962,3.5011309773839816,0.00012840141567604298,5.680181820988417e-06
stable-sluggish,0.31,2.24,1.18,14.32,0.3631661619184021,3.874491389217323,-0.3974856965568844,-0.14568088773866208,0.04731029970380627,-0.05829900955377468,3.515657623860718,0.00010811131780458005,4.988850214016523e-06
stable-sluggish,0.31,2.24,1.18,14.36,0.34734243053565284,3.8685708752924906,-0.39559328456873216,-0.14801284812081308,0.053369878216926174,-0.054402830303620045,3.529551321082144,9.088195046355233e-05,4.3785454329148415e-06
stable-sluggish,0.31,2.24,1.18,14.4,0.33160409095805066,3.8625633168391724,-0.3934584894400551,-0.1501889613329579,0.05926482268563377,-0.05055003073335762,3.542815484720466,7.627623460528058e-05,3.8401697689693035e-06
stable-sluggish,0.31,2.24,1.18,14.44,0.31596057509674547,3.8564748783366807,-0.39108789653262976,-0.1522109625622922,0.06499422244685943,-0.046742448684920945,3.5554539077243357,6.391546920745485e-05,3.365597347525165e-06
stable-sluggish,0.31,2.24,1.18,14.48,0.30042104999135527,3.850311651916293,-0.3884881276347554,-0.15408066050968902,0.07055732713937715,-0.042981851000435764,3.5674707497239897,5.3472174548744916e-05,2.947576310373773e-06
stable-sluggish,0.31,2.24,1.18,14.52,0.28499441660938807,3.844079654534305,-0.3856658345491803,-0.15579993454970645,0.07595354101481455,-0.039269933737568784,3.578870526388365,4.466371453995078e-05,2.579640142682195e-06
stable-sluggish,0.31,2.24,1.18,14.56,0.26968930889304454,3.8377848252583364,-0.3826276929085877,-0.1573707318992092,0.08118241757458448,-0.035608322435013454,3.5896580987440867,3.724662798030769e-05,2.2560273689304935e-06
stable-sluggish,0.31,2.24,1.18,14.6,0.25451409304482037,3.831433022666472,-0.3793803962056043,-0.15879506479660974,0.08624365450024217,-0.031998572426204186,3.5998386624658796,3.101160274976314e-05,1.971608899380279e-06
stable-sluggish,0.31,2.24,1.18,14.64,0.2394768670437966,3.8250300223587255,-0.3759306500255946,-0.1600750076936579,0.09113708884713845,-0.028442169199444478,3.6094177371476315,2.577903118513916e-05,1.7218223623953344e-06
stable-sluggish,0.31,2.24,1.18,14.68,0.22458546038492821,3.81858151458026,-0.37228516647170906,-0.1612126944616357,0.09586269247358846,-0.02494052880271565,3.6184011555630287,2.1395089149741677e-05,1.502612808558726e-06
stable-sluggish,0.31,2.24,1.18,14.72,0.2098474340340176,3.8120931019557105,-0.3684506587727655,-0.16221031561374433,0.10042056768007933,-0.021494998291508128,3.6267950529243893,1.7728285532030227e-05,1.3103792200706097e-06
stable-sluggish,0.31,2.24,1.18,14.76,0.1952700805913951,3.8055702973338943,-0.36443383606556234,-0.16307011554540465,0.10481094303527605,-0.018106856218081453,3.634605856148045,1.4666433049930155e-05,1.1419263034738595e-06
stable-sluggish,0.31,2.24,1.18,14.8,0.18086042465762905,3.7990185217421293,-0.3602413983441513,-0.16379438979412791,0.1090341693677333,-0.014777313160617995,3.64184027313435,1.2113995253138276e-05,9.944210854473241e-07
stable-sluggish,0.31,2.24,1.18,14.84,0.16662522339485136,3.7924431024493073,-0.355880031569442,-0.16438548232055264,0.11309071590427013,-0.011507512290786564,3.6485052820701442,9.989768474932203e-06,8.653538703464644e-07
stable-sluggish,0.31,2.24,1.18,14.88,0.1525709672775205,3.78584927113682,-0.3513564029332712,-0.1648457828121841,0.11698116653790318,-0.008298529978277392,3.654608120761245,8.224861163648832e-06,7.525031544744965e-07
stable-sluggish,0.31,2.24,1.18,14.92,0.1387038810266503,3.7792421621763674,-0.34667715627175505,-0.1651777240113152,0.12070621621005609,-0.005151376430910254,3.660156276002311,6.760936505048834e-06,6.539041258573553e-07
stable-sluggish,0.31,2.24,1.18,14.96,0.12502992472171617,3.7726268110136254,-0.3418489076233528,-0.16538377906855162,0.1242666673934638,-0.002066996368953272,3.6651574729911798,5.54868751889282e-06,5.678204096925505e-07
stable-sluggish,0.31,2.24,1.18,15.0,0.11155479508461161,3.766008152656693,-0.33687824092761426,-0.16546645892330974,0.1276634266637692,0.0009537302676791833,3.6696196647945643,4.546516869935979e-06,4.927187487694413e-07
stable-sluggish,0.31,2.24,1.18,15.040000000000001,0.09828392693016907,3.759391020268189,-0.33177170386106347,-0.16542830971260258,0.13089750134926736,0.003909987580652455,3.673551021871771,3.719396473101611e-06,4.2724633513647793e-07
stable-sluggish,0.31,2.24,1.18,15.08,0.08522249477788536,3.752780143859814,-0.3265358038070928,-0.16527191020937648,0.13396999624958947,0.006801022944139877,3.676959921662886,3.0378845962758983e-06,3.7021053424055816e-07
stable-sluggish,0.31,2.24,1.18,15.120000000000001,0.072375414619601,3.7461801490881492,-0.32117700395710924,-0.1649998692916109,0.13688211041534112,0.009626146206709423,3.67985493824767,2.4772805762724806e-06,3.2056076580135095e-07
stable-sluggish,0.31,2.24,1.18,15.16,0.05974734583798117,3.7395955561504155,-0.3157017195404956,-0.16461482344334252,0.13963513398181884,0.012384728865404562,3.682244832081189,2.016899470661588e-06,2.7737232692496635e-07
stable-sluggish,0.31,2.24,1.18,15.200000000000001,0.04734269327073226,3.7330307787788666,-0.3101163141812228,-0.16411943428872633,0.14223044505093274,0.015076203213236874,3.6841385398120186,1.6394509787104474e-06,2.398319625172986e-07
stable-sluggish,0.31,2.24,1.18,15.24,0.03516560941556484,3.7264901233324585,-0.3044270963791855,-0.16351638616019684,0.14466950661636716,0.017700061461291296,3.685545164188641,1.3305087883458568e-06,2.0722500603632845e-07
stable-sluggish,0.31,2.24,1.18,15.280000000000001,0.023219996770983607,3.719977787984389,-0.29864031611453085,-0.1628083837017452,0.14695386352781972,0.02025585483662908,3.6864739640594806,1.078058153440499e-06,1.789239301279291e-07
stable-sluggish,0.31,2.24,1.18,15.32,0.011509510308046884,3.7134978620040577,-0.29276216157341806,-0.16199814950828004,0.14908513949088145,0.022743192657159097,3.6869343444718026,8.721109880570975e-07,1.543781618214406e-07
stable-sluggish,0.31,2.24,1.18,15.36,3.7560068295571306e-05,3.707054325131978,-0.2867987559937828,-0.16108842180199368,0.15106503409975944,0.025161741384634288,3.6869358468745346,7.043790930628458e-07,1.3310503081444092e-07
